id,date_account_created,timestamp_first_active,date_first_booking,gender,age,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,country_destination
g5tzoaiekp,2013-12-03,20131203201047,,-unknown-,,basic,23,en,direct,direct,untracked,Android,Other/Unknown,-unknown-,NDF
5iy86g2luc,2013-02-23,20130223202830,,-unknown-,,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,IE,NDF
ul591furlr,2013-03-13,20130313040855,,MALE,22.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,NDF
hj3tsu8wui,2014-03-26,20140326003845,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF
n7bxf2ce5e,2013-05-21,20130521154649,,MALE,40.0,facebook,0,en,direct,direct,untracked,Web,iPad,Mobile Safari,NDF
jjun5bka1p,2014-06-03,20140603214337,,-unknown-,,basic,23,en,direct,direct,untracked,Android,Android Phone,-unknown-,NDF
uq2lurjqdp,2013-05-16,20130516000037,,MALE,30.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
7dj3w07ewt,2013-11-06,20131106042855,,MALE,27.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
g1rnbifd1s,2014-05-15,20140515070648,,-unknown-,,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF
m2h9wit8qc,2014-05-23,20140523191719,,-unknown-,,basic,0,zh,direct,direct,linked,Web,Windows Desktop,Chrome,NDF
6guppr679l,2014-04-28,20140428204946,,-unknown-,,basic,0,en,seo,google,untracked,Web,Windows Desktop,IE,NDF
tmudkkn2o1,2012-07-16,20120716165241,,FEMALE,36.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
yj7tvkkliu,2013-12-23,20131223165358,,MALE,30.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
xaobv73yiv,2010-05-23,20100523204958,,-unknown-,35.0,basic,3,en,seo,google,,Web,Other/Unknown,-unknown-,NDF
gt8secywrg,2013-02-18,20130218050044,,-unknown-,,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF
4z9bllviyf,2012-01-30,20120130233054,,FEMALE,29.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF
is5leygppl,2013-10-02,20131002210426,,MALE,34.0,facebook,0,en,direct,direct,untracked,Web,iPad,Mobile Safari,NDF
n1utyc8dq4,2014-02-11,20140211023943,,MALE,34.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,NDF
zmog6y7lzy,2013-01-21,20130121201220,,FEMALE,33.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF
7brszbx5jr,2014-02-19,20140219191512,,-unknown-,,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF
u00u3ley64,2014-03-02,20140302230750,,-unknown-,,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,NDF
dooxc1tyz8,2013-05-27,20130527025057,,-unknown-,,basic,0,en,direct,direct,linked,Web,Windows Desktop,IE,NDF
p3utv6ao2w,2013-12-14,20131214150431,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
2afwvod7za,2011-08-18,20110818172746,,MALE,43.0,facebook,2,en,other,craigslist,untracked,Web,iPhone,-unknown-,NDF
7wvo5yb0qm,2013-05-31,20130531022034,,FEMALE,,basic,0,en,sem-non-brand,google,untracked,Web,Windows Desktop,Firefox,NDF
hlhjhp5wn3,2014-05-30,20140530042139,,MALE,32.0,facebook,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF
okmsa1bei2,2013-12-09,20131209184601,,MALE,59.0,facebook,12,en,api,other,,iOS,Other/Unknown,-unknown-,NDF
glsmu24hwu,2013-09-01,20130901115459,,FEMALE,29.0,facebook,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,NDF
swvapp988g,2014-05-01,20140501154107,,MALE,28.0,facebook,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF
f1ghgnmhaj,2014-02-14,20140214232802,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
izmc7oxve9,2013-03-15,20130315164020,,FEMALE,33.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
9slzfz3ipr,2013-07-04,20130704225013,,MALE,40.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,IE,NDF
gtq2sws3xt,2014-03-07,20140307164407,,FEMALE,76.0,facebook,0,en,direct,direct,untracked,Web,Android Tablet,IE,NDF
ydz8n7u2hw,2012-10-12,20121012054836,,MALE,26.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
1u9gsuos2o,2014-04-25,20140425051904,,-unknown-,,google,12,en,direct,direct,untracked,Android,Other/Unknown,-unknown-,NDF
9ion34fsfl,2014-03-15,20140315193159,,MALE,45.0,facebook,12,en,api,other,linked,iOS,Windows Desktop,IE,NDF
ykll6c2b8e,2014-03-13,20140313073110,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
vcc82l8jtl,2012-12-02,20121202074044,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF
p9ymka26ma,2014-03-20,20140320201157,,FEMALE,28.0,facebook,12,en,api,other,untracked,Android,Other/Unknown,-unknown-,NDF
99cg14eocu,2014-02-23,20140223201517,,-unknown-,,basic,0,en,other,other,tracked-other,Web,Windows Desktop,Chrome,NDF
ck62yt5c8l,2013-06-26,20130626060346,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
4k61orlsiy,2013-12-04,20131204070458,,MALE,35.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,NDF
i5hozj9q4e,2013-08-22,20130822032127,,FEMALE,44.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,NDF
kt7sw3bepu,2014-06-08,20140608034034,,MALE,38.0,facebook,0,en,direct,direct,linked,Web,Android Tablet,IE,NDF
41syjryy9m,2012-04-19,20120419210125,,MALE,28.0,facebook,3,en,other,craigslist,untracked,Web,Windows Desktop,Chrome,NDF
coockafjd2,2014-03-01,20140301002349,,FEMALE,27.0,facebook,0,en,remarketing,google,omg,Web,Mac Desktop,Chrome,NDF
pt0myydvvg,2012-06-18,20120618213355,,FEMALE,51.0,facebook,0,en,other,other,linked,Web,iPad,Mobile Safari,NDF
mfjczjjjb0,2013-01-03,20130103181819,,FEMALE,38.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Chrome,NDF
s7eb2h70n5,2013-08-30,20130830185631,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
q3mbdb6cpi,2013-09-20,20130920194630,,-unknown-,,basic,0,en,sem-brand,google,linked,Web,Mac Desktop,Chrome,NDF
2z65f69gnn,2013-07-19,20130719214140,,MALE,29.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
m9tysnqb81,2013-04-02,20130402015652,,MALE,30.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,NDF
mbppye9mts,2013-05-24,20130524192500,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
x28gyv3hl6,2012-08-28,20120828232055,,MALE,,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,NDF
z39gdc9vnd,2014-01-14,20140114000514,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
bsmbpfftcx,2014-01-28,20140128090315,,FEMALE,28.0,facebook,12,en,api,other,,iOS,Other/Unknown,-unknown-,NDF
mo0i335u3u,2013-06-12,20130612200317,,MALE,44.0,facebook,0,en,other,other,tracked-other,Web,Windows Desktop,Chrome,NDF
u5ifwp1f5l,2014-06-17,20140617001403,,-unknown-,,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,NDF
s1of6v7oyp,2013-04-27,20130427200715,,FEMALE,47.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
7wsm41fb3c,2014-06-17,20140617022406,,-unknown-,,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,IE,NDF
ye0cjow5tg,2013-08-16,20130816064637,,-unknown-,,basic,0,en,other,facebook-open-graph,tracked-other,Web,Windows Desktop,Chrome,NDF
57urnpkc1u,2013-11-11,20131111201316,,-unknown-,,basic,0,en,seo,google,linked,Web,Mac Desktop,Chrome,NDF
k5ec44bb8q,2014-05-16,20140516212843,,-unknown-,,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF
hf06sa8i8y,2014-05-21,20140521163806,,-unknown-,,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Safari,NDF
8iatftgxzd,2013-09-29,20130929223424,,-unknown-,,basic,0,en,content,google,omg,Web,Windows Desktop,Chrome,NDF
71q8hfjpg8,2014-03-22,20140322040429,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
1uanhk3unn,2011-11-28,20111128055618,,FEMALE,42.0,facebook,3,en,sem-non-brand,google,omg,Web,iPad,Mobile Safari,NDF
muasyj8fko,2013-10-17,20131017173327,,FEMALE,26.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
kpryexx3p3,2014-01-25,20140125145403,,-unknown-,,basic,25,en,direct,direct,,iOS,Other/Unknown,-unknown-,NDF
0j3wfo62mt,2014-03-20,20140320041935,,MALE,36.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF
mzds04mpkt,2010-06-06,20100606214011,,-unknown-,35.0,basic,0,en,seo,google,untracked,Web,Windows Desktop,Chrome,NDF
6z1d8ndt44,2013-08-28,20130828034222,,-unknown-,,basic,0,ko,sem-brand,google,omg,Web,Mac Desktop,Safari,NDF
xowv6v87zs,2012-05-19,20120519233334,,MALE,105.0,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF
tuiw7mhwv1,2012-09-11,20120911042428,,FEMALE,39.0,facebook,0,en,other,facebook-open-graph,tracked-other,Web,Mac Desktop,Chrome,NDF
8p8f5l631x,2012-08-02,20120802113211,,-unknown-,,basic,3,en,sem-non-brand,google,omg,Web,Mac Desktop,Firefox,NDF
nt4b5p35ez,2014-06-06,20140606165709,,FEMALE,,facebook,24,en,direct,direct,linked,Web,iPhone,Mobile Safari,NDF
l0lhl3ps2t,2014-01-24,20140124225352,,-unknown-,,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
tfp71bi4rd,2013-06-18,20130618182343,,FEMALE,48.0,facebook,0,en,other,other,tracked-other,Web,Mac Desktop,Safari,NDF
lmhvi5kpf8,2014-03-12,20140312033832,,-unknown-,,basic,0,en,direct,direct,omg,Web,Mac Desktop,Safari,NDF
5or75n782b,2012-01-18,20120118180327,,MALE,34.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
6zw2taksku,2014-04-04,20140404145824,,-unknown-,37.0,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF
xr8si0rwqn,2012-11-20,20121120031314,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,NDF
amxg76a1hc,2014-02-26,20140226020532,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
3k88uxlqm0,2013-01-05,20130105080544,,MALE,33.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
1jt2h7d3ou,2014-06-19,20140619210027,,-unknown-,41.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
n03kxdh7mn,2014-03-25,20140325212938,,-unknown-,,basic,0,en,remarketing,google,omg,Web,Windows Desktop,Chrome,NDF
aamxysnee0,2014-03-26,20140326042631,,FEMALE,61.0,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,NDF
cmun4oqnux,2014-02-12,20140212053935,,MALE,33.0,basic,25,en,direct,direct,untracked,iOS,Mac Desktop,Safari,NDF
jnuev7cpi1,2014-05-22,20140522201501,,MALE,28.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,IE,NDF
26e6coss4l,2013-08-23,20130823205652,,FEMALE,30.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF
kuv6fojuqx,2014-06-08,20140608070236,,-unknown-,,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF
ibbrwn0if0,2014-02-10,20140210210410,,MALE,45.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
do32zj3roc,2012-09-19,20120919123140,,FEMALE,18.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
5up61ur1lt,2013-03-19,20130319183737,,-unknown-,,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF
6yd6kqyulu,2013-05-18,20130518212706,,-unknown-,,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
tktrsxqbb6,2014-03-28,20140328203820,,FEMALE,51.0,facebook,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,NDF
j2ebabuxee,2013-06-02,20130602161910,,-unknown-,,basic,24,en,direct,direct,untracked,Moweb,Mac Desktop,Safari,NDF
erioyl89p5,2014-06-11,20140611012846,,-unknown-,,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,NDF
k5708pfdqi,2013-08-15,20130815081444,,-unknown-,,basic,0,en,direct,direct,tracked-other,Web,Mac Desktop,Chrome,NDF
lt2wa2275l,2014-02-10,20140210020036,,MALE,27.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
8roi3q5u91,2013-11-02,20131102083313,,-unknown-,,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
y97hdstmek,2013-08-30,20130830231549,,-unknown-,,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Firefox,NDF
xnypoc6ql3,2013-03-12,20130312211206,,-unknown-,,basic,24,en,direct,direct,,Moweb,Other/Unknown,-unknown-,NDF
kfffyxk17h,2013-08-25,20130825170037,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
iaq2y7ey58,2012-01-13,20120113213619,,FEMALE,33.0,facebook,2,en,sem-brand,google,omg,Web,iPad,Mobile Safari,NDF
2njy5ysx2t,2014-03-03,20140303161438,,-unknown-,,basic,0,en,remarketing,google,omg,Web,Windows Desktop,Chrome,NDF
uy6hhisy6h,2013-06-04,20130604022934,,MALE,44.0,facebook,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
3ydv6wdxqh,2014-04-16,20140416175155,,FEMALE,31.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
zz102eeukw,2013-10-01,20131001235606,,-unknown-,,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF
thi3bymzt9,2013-08-26,20130826041159,,FEMALE,28.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
a08dojx8wr,2013-06-18,20130618172925,,-unknown-,,basic,0,en,sem-brand,google,omg,Web,Desktop (Other),Firefox,NDF
hg0vvsaor5,2013-01-28,20130128221324,,-unknown-,,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
ckrmxxa6qu,2014-01-28,20140128072055,,-unknown-,,basic,0,en,direct,direct,untracked,Web,iPad,Mobile Safari,NDF
2qovax34qw,2013-09-20,20130920055707,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
v7gmxhelg4,2014-03-19,20140319190333,,-unknown-,,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Chrome,NDF
a00pmez22g,2012-03-15,20120315165857,,FEMALE,48.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,IE,NDF
uky7lyt3cj,2012-10-01,20121001074257,,MALE,33.0,facebook,0,ja,direct,direct,untracked,Web,Mac Desktop,Firefox,NDF
axxz6dpxi8,2014-03-30,20140330161253,,FEMALE,105.0,basic,0,en,sem-brand,google,omg,Web,iPad,Mobile Safari,NDF
k16crjvzrg,2014-04-21,20140421010143,,-unknown-,,basic,24,en,direct,direct,untracked,Moweb,iPhone,Mobile Safari,NDF
0cgccie8y7,2013-09-19,20130919002924,,-unknown-,,basic,0,en,direct,direct,untracked,Web,iPhone,Mobile Safari,NDF
wjzw6px9pt,2014-01-30,20140130145059,,FEMALE,32.0,facebook,12,en,api,other,untracked,Android,Other/Unknown,-unknown-,NDF
jwogn3ofad,2012-11-08,20121108002727,,-unknown-,,basic,0,en,sem-brand,google,omg,Web,iPad,Mobile Safari,NDF
lcax4scklt,2014-03-14,20140314064403,,-unknown-,,basic,0,en,direct,direct,untracked,Web,iPad,Mobile Safari,NDF
lroem6ohv9,2014-02-27,20140227204140,,FEMALE,36.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,NDF
7i2p15cv2z,2013-11-25,20131125225134,,MALE,32.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
cbos2ddcq5,2013-09-17,20130917145217,,-unknown-,,basic,23,en,direct,direct,untracked,Android,Other/Unknown,-unknown-,NDF
yltk3v3gbt,2014-03-29,20140329194235,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
750apcnvmy,2012-10-03,20121003035642,,MALE,47.0,facebook,0,en,direct,direct,linked,Web,Windows Desktop,Firefox,NDF
lzk1bqw5e9,2014-02-09,20140209124224,,-unknown-,,basic,25,en,direct,direct,,iOS,Other/Unknown,-unknown-,NDF
0ed2tn8skd,2013-10-08,20131008044313,,-unknown-,,basic,0,en,seo,yahoo,linked,Web,iPad,Mobile Safari,NDF
yifugemkeg,2013-02-01,20130201211255,,-unknown-,,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,NDF
f9va69k4cq,2014-06-24,20140624192514,,-unknown-,18.0,basic,0,en,direct,direct,linked,Web,Windows Desktop,IE,NDF
32zbp68eew,2013-02-22,20130222014307,,-unknown-,,basic,0,en,seo,yahoo,untracked,Web,Mac Desktop,Safari,NDF
3g9ohifb0d,2011-09-26,20110926203918,,MALE,66.0,basic,2,en,direct,direct,,Web,Other/Unknown,-unknown-,NDF
p3x6cq3ob3,2012-08-23,20120823214022,,-unknown-,25.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
lo3xww5nx3,2012-10-13,20121013200433,,FEMALE,33.0,facebook,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,NDF
6gmexfej1x,2013-01-16,20130116182553,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
720apcyzg6,2013-01-02,20130102053603,,MALE,,facebook,0,en,content,facebook,omg,Web,Windows Desktop,Firefox,NDF
8w6x85iog9,2014-04-11,20140411191758,,MALE,95.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF
vosa0tqpt8,2012-11-08,20121108041512,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
7x9cx45iui,2014-02-25,20140225003615,,-unknown-,,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF
w1a09c1wi2,2013-09-07,20130907160616,,FEMALE,25.0,basic,0,en,direct,direct,untracked,Web,iPad,Mobile Safari,NDF
oxrrgnpz5m,2013-08-08,20130808013112,,-unknown-,25.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
fuuj3kmf2m,2014-06-28,20140628234227,,FEMALE,29.0,facebook,0,en,direct,direct,untracked,Web,iPhone,Mobile Safari,NDF
7qdefs7s6w,2014-01-30,20140130223135,,FEMALE,51.0,basic,0,en,sem-non-brand,google,omg,Web,Windows Desktop,Chrome,NDF
hz4g2g8zot,2014-05-14,20140514054539,,-unknown-,,basic,0,ko,content,google,omg,Web,Windows Desktop,Firefox,NDF
c8j0tz66nj,2013-12-26,20131226060758,,MALE,27.0,facebook,12,ja,api,other,untracked,iOS,iPhone,-unknown-,NDF
2hh3dc7mfe,2014-01-22,20140122032429,,-unknown-,,basic,0,en,seo,google,linked,Web,Mac Desktop,Chrome,NDF
jkafbldbtc,2013-12-26,20131226163808,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,NDF
wrr9o79ph7,2014-06-30,20140630135555,,-unknown-,,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,NDF
sox057ryb0,2012-07-11,20120711203844,,MALE,,basic,0,en,direct,direct,linked,Web,Windows Desktop,Chrome,NDF
yj4jz2h3ir,2013-04-17,20130417061509,,-unknown-,,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,NDF
sc999ttp96,2013-04-04,20130404024620,,-unknown-,,basic,0,en,seo,facebook,untracked,Web,Windows Desktop,Chrome,NDF
6vh1e89jqc,2013-05-06,20130506204341,,FEMALE,34.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
u7y2koix20,2014-05-21,20140521063014,,-unknown-,,basic,25,en,direct,direct,untracked,iOS,iPhone,-unknown-,NDF
negtsy9s2l,2013-07-18,20130718191701,,FEMALE,32.0,facebook,0,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,NDF
r08ky9n07x,2014-04-06,20140406214733,,FEMALE,32.0,facebook,0,en,seo,google,linked,Web,Windows Desktop,Chrome,NDF
17zg94q7a9,2014-01-09,20140109050628,,FEMALE,26.0,facebook,0,en,direct,direct,linked,Web,iPad,Mobile Safari,NDF
wq4qmnw267,2013-09-24,20130924213800,,FEMALE,46.0,facebook,0,en,other,meetup,untracked,Web,iPad,Mobile Safari,NDF
v3mo3g78jt,2014-06-14,20140614215950,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
rzltu6le8l,2012-09-07,20120907230525,,MALE,40.0,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,NDF
f2mw8o27y2,2013-12-28,20131228185843,,-unknown-,,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
o2r2ip0g6t,2014-02-18,20140218163816,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
a5v68k80z0,2013-09-23,20130923212235,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,NDF
iuquwdhzpw,2013-08-10,20130810070656,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
g0uqvrqx7l,2014-03-26,20140326035216,,FEMALE,42.0,basic,0,en,direct,direct,untracked,Web,iPad,Mobile Safari,NDF
y2109i7xpx,2013-05-25,20130525072324,,FEMALE,,facebook,12,en,api,other,untracked,Moweb,Windows Desktop,Chrome,NDF
doory48zar,2012-08-04,20120804033017,,-unknown-,,basic,0,en,other,other,tracked-other,Web,iPad,Mobile Safari,NDF
nsg7dieh9r,2013-12-06,20131206204150,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Chrome,NDF
4i46modsjs,2014-01-28,20140128092002,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
29fpd3n0m6,2012-08-31,20120831011718,,-unknown-,,basic,3,en,sem-non-brand,google,omg,Web,Windows Desktop,Firefox,NDF
mk7cova15c,2013-05-21,20130521195743,,-unknown-,,basic,0,en,sem-brand,google,omg,Web,Mac Desktop,Firefox,NDF
jeq1ro06pz,2013-07-31,20130731042943,,FEMALE,34.0,facebook,0,en,seo,facebook,linked,Web,Windows Desktop,Chrome,NDF
njs248gu7u,2012-01-25,20120125213013,,-unknown-,,basic,1,en,sem-non-brand,google,,Web,Other/Unknown,-unknown-,NDF
wj4c0n0com,2013-11-08,20131108181912,,-unknown-,,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,NDF
nn70m6h7lc,2011-12-09,20111209030941,,-unknown-,,basic,2,en,other,craigslist,,Web,Other/Unknown,-unknown-,NDF
wg1fd2y84u,2013-11-27,20131127180420,,-unknown-,,basic,0,en,seo,other,untracked,Web,Windows Desktop,IE,NDF
4p36co4eww,2013-09-11,20130911205344,,-unknown-,28.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
2csf9lgd6z,2014-05-16,20140516193303,,-unknown-,40.0,basic,0,en,seo,yahoo,untracked,Web,iPad,Mobile Safari,NDF
mtqq6dcunw,2012-08-24,20120824052040,,FEMALE,75.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,NDF
aey9asgkfd,2013-07-10,20130710061754,,FEMALE,34.0,facebook,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,NDF
risgm2mof0,2013-01-30,20130130014659,,-unknown-,,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Chrome,NDF
kijiui00qu,2012-06-23,20120623222338,,MALE,26.0,facebook,0,en,other,craigslist,tracked-other,Web,Windows Desktop,Chrome,NDF
a0yvgct9b5,2012-06-29,20120629210232,,FEMALE,,basic,1,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
env4ttnxg6,2014-05-03,20140503015544,,-unknown-,,basic,0,en,sem-brand,bing,omg,Web,Windows Desktop,Chrome,NDF
auqmpeeyx2,2013-06-03,20130603205103,,FEMALE,45.0,facebook,0,en,direct,direct,untracked,Web,iPad,Mobile Safari,NDF
tg1fnpjdxu,2013-01-16,20130116084921,,FEMALE,29.0,facebook,0,en,direct,direct,untracked,Web,Windows Desktop,Chrome,NDF
meson5fd2z,2013-09-13,20130913001829,,MALE,46.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Safari,NDF
ntbbos2sys,2013-08-16,20130816021431,,FEMALE,31.0,facebook,0,en,sem-brand,google,omg,Web,Mac Desktop,Safari,NDF
49po3fbqny,2014-04-02,20140402210042,,FEMALE,,facebook,12,en,api,other,untracked,Moweb,Mac Desktop,Safari,NDF
7glect5d5a,2014-02-15,20140215173626,,-unknown-,,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,Firefox,NDF
702hn53awj,2013-10-23,20131023022613,,-unknown-,,basic,0,en,seo,facebook,untracked,Web,Mac Desktop,Chrome,NDF
lk8usk1azy,2014-05-15,20140515015611,,MALE,40.0,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Safari,NDF
z26130gpaj,2014-06-05,20140605014317,,-unknown-,,basic,23,en,direct,direct,untracked,Android,Android Phone,-unknown-,NDF
twqg85e4lt,2013-09-04,20130904214033,,MALE,50.0,basic,0,en,sem-brand,google,omg,Web,Windows Desktop,IE,NDF
dlz1ecgg1n,2014-06-11,20140611045225,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,IE,NDF
c9k5xc14ny,2012-11-16,20121116211416,,FEMALE,61.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Safari,NDF
715emfzf9s,2013-02-27,20130227191218,,FEMALE,33.0,facebook,0,en,direct,direct,linked,Web,iPhone,Mobile Safari,NDF
yra41hqgab,2012-06-18,20120618095619,,-unknown-,,basic,0,en,direct,direct,untracked,Web,Windows Desktop,Firefox,NDF
vgm53t5zh5,2012-02-23,20120223035057,,FEMALE,29.0,facebook,0,en,direct,direct,untracked,Web,Mac Desktop,Firefox,NDF
edf6kinndi,2011-12-30,20111230013220,,MALE,33.0,facebook,0,en,direct,direct,untracked,Web,iPhone,-unknown-,NDF
5hnkpquy7y,2011-08-18,20110818000502,,MALE,30.0,basic,0,en,direct,direct,linked,Web,Mac Desktop,Firefox,NDF
hoeq953zed,2014-06-29,20140629194131,,-unknown-,,basic,0,en,sem-non-brand,google,omg,Web,Mac Desktop,Chrome,NDF
